"Date","Season","Plot.Type","Sample","Sample.Type","Wet.Mass","Avg..Soil.moisture","Calc..dry.mass","Avg..Temp","Day","rain","Plot","Plot.pair","Acari other","Annelida","Araneae","Blattodea","Chilopoda","Coleoptera","Dermaptera","Diplopoda","Diplura","Diptera","Entomobryomorpha","Gastropoda","Hemiptera","Hymenoptera","Isopoda","Ixodida","Lepidoptera","Neuroptera","Opiliones","Oribatida","Orthoptera","Palpigradi","Phthiraptora","Poduromorpha","Protura","Pseudoscorpiones","Psocoptera","Schizomida","Symphyla","Symphypleona","Tetramerocerata","Thysanoptera","Trichoptera","Unknown","Zoraptera","Decomposers","Fungivores","Herbivores","Predators"
2019-12-14,"Wet","W","1L","Litter",829.3,46.3,414.65,NA,0,387.6,"1","A",231.520559508019,0,36.1750874231279,0,0,28.9400699385024,0,9.64668997950078,0,2.4116724948752,185.69878210539,0,7.23501748462559,499.216206439166,2.4116724948752,2.4116724948752,0,0,7.23501748462559,103.701917279633,0,0,0,2.4116724948752,0,4.82334498975039,0,2.4116724948752,4.82334498975039,79.5851923308815,2.4116724948752,0,0,0,0,12.058362474376,270.107319426022,7.23501748462559,50.6451223923791
2019-12-14,"Wet","C","2L","Litter",380.4,51.26666667,190.2,NA,0,387.6,"2","A",504.731861198738,0,5.25762355415352,0,0,47.3186119873817,0,10.515247108307,5.25762355415352,52.5762355415352,499.474237644585,0,10.515247108307,73.6067297581493,0,0,5.25762355415352,0,0,389.064143007361,0,0,0,36.8033648790747,0,5.25762355415352,0,0,0,315.457413249211,15.7728706624606,0,0,0,0,10.515247108307,867.507886435331,10.515247108307,15.7728706624606
2019-12-14,"Wet","W","3L","Litter",548.4,44.6,274.2,NA,0,387.6,"3","B",798.687089715536,0,0,0,0,36.4697301239971,0,0,0,14.5878920495988,175.054704595186,0,0,109.409190371991,3.64697301239971,0,0,0,0,1072.21006564551,0,0,0,10.9409190371991,0,0,0,0,0,412.107950401167,3.64697301239971,3.64697301239971,0,0,0,3.64697301239971,601.750547045952,3.64697301239971,0
2019-12-14,"Wet","C","4L","Litter",410.4,50.8,205.2,NA,0,387.6,"4","B",662.768031189084,0,4.87329434697856,0,0,63.3528265107212,0,0,0,43.859649122807,531.189083820663,0,14.6198830409357,107.212475633528,9.74658869395711,0,4.87329434697856,0,0,1939.57115009747,0,0,0,4.87329434697856,0,4.87329434697856,0,0,0,643.27485380117,0,0,0,4.87329434697856,0,9.74658869395711,1179.33723196881,14.6198830409357,9.74658869395711
2019-12-14,"Wet","W","5L","Litter",789.4,47.36666667,394.7,NA,0,387.6,"5","C",514.314669369141,0,5.06713959969597,7.60070939954396,0,38.0035469977198,0,0,0,7.60070939954396,222.954142386623,0,0,60.8056751963517,0,0,0,0,2.53356979984799,1132.50570053205,0,0,0,12.6678489992399,0,2.53356979984799,0,0,5.06713959969597,167.215606789967,0,2.53356979984799,0,0,0,7.60070939954396,402.83759817583,2.53356979984799,10.1342791993919
2019-12-14,"Wet","C","6L","Litter",583.4,50.33333333,291.7,NA,0,387.6,"6","C",226.259856016455,0,20.5690778196778,0,3.42817963661296,85.704490915324,0,13.7127185464518,17.1408981830648,10.2845389098389,305.107987658553,0,30.8536167295166,610.215975317107,20.5690778196778,0,0,0,13.7127185464518,589.646897497429,6.85635927322592,0,0,20.5690778196778,0,23.9972574562907,0,0,13.7127185464518,236.544394926294,0,0,0,3.42817963661296,0,34.2817963661296,562.221460404525,30.8536167295166,78.848131642098
2019-12-14,"Wet","W","7L","Litter",536.9,53.46666667,268.45,NA,0,387.6,"7","D",1519.83609610728,3.72508847085118,22.3505308251071,3.72508847085118,0,141.553361892345,0,37.2508847085118,26.0756192959583,29.8007077668095,596.014155336189,3.72508847085118,22.3505308251071,55.8763270627677,3.72508847085118,0,0,0,22.3505308251071,2730.48984913392,0,0,0,149.003538834047,0,11.1752654125535,0,0,11.1752654125535,614.639597690445,14.9003538834047,7.45017694170237,0,0,0,48.4261501210654,1378.28273421494,29.8007077668095,81.951946358726
2019-12-14,"Wet","C","8L","Litter",577.7,52.73333333,288.85,NA,0,387.6,"8","D",186.948243032716,0,3.46200450060585,0,0,48.4680630084819,0,13.8480180024234,0,20.7720270036351,263.112342046045,0,13.8480180024234,398.130517569673,0,0,0,0,6.9240090012117,311.580405054527,3.46200450060585,0,0,62.3160810109053,0,6.9240090012117,0,0,0,432.750562575731,0,0,0,6.9240090012117,0,13.8480180024234,758.178985632681,13.8480180024234,17.3100225030293
2019-12-14,"Wet","W","9L","Litter",468.5,48.03333333,234.25,NA,0,387.6,"9","E",5852.72145144077,0,8.53788687299893,4.26894343649947,0,42.6894343649947,0,8.53788687299893,0,34.1515474919957,1967.98292422625,4.26894343649947,12.8068303094984,640.34151547492,8.53788687299893,0,29.8826040554963,0,12.8068303094984,6894.34364994664,0,0,0,68.3030949839915,0,8.53788687299893,12.8068303094984,0,12.8068303094984,644.610458911419,8.53788687299893,4.26894343649947,0,25.6136606189968,0,21.3447171824973,2693.70330843116,29.8826040554963,29.8826040554963
2019-12-14,"Wet","C","10L","Litter",545,50.53333333,272.5,NA,0,387.6,"10","E",495.412844036697,0,11.0091743119266,176.146788990826,0,69.7247706422018,0,11.0091743119266,7.3394495412844,11.0091743119266,429.357798165138,0,51.3761467889908,583.48623853211,18.348623853211,0,3.6697247706422,0,3.6697247706422,433.02752293578,0,0,0,14.6788990825688,0,3.6697247706422,0,0,0,950.45871559633,7.3394495412844,0,0,11.0091743119266,0,205.504587155963,1401.83486238532,51.3761467889908,25.6880733944954
2020-01-16,"Dry","W","1L","Litter",220.8,35.36666667,110.4,31.7,33,46,"1","A",516.304347826087,0,9.05797101449275,480.072463768116,0,27.1739130434783,0,0,0,90.5797101449275,244.565217391304,9.05797101449275,9.05797101449275,63.4057971014493,0,0,0,0,0,561.594202898551,0,0,0,0,0,0,0,0,18.1159420289855,172.101449275362,0,63.4057971014493,9.05797101449275,18.1159420289855,0,480.072463768116,425.724637681159,72.463768115942,9.05797101449275
2020-01-16,"Dry","C","2L","Litter",141.1,31.83333333,70.55,27.26666667,33,46,"2","A",978.029766123317,0,0,0,0,28.3486888731396,0,0,0,99.2204110559887,411.055988660524,14.1743444365698,42.5230333097094,70.871722182849,0,0,0,0,14.1743444365698,623.671155209072,0,0,0,28.3486888731396,0,0,28.3486888731396,0,0,127.569099929128,14.1743444365698,14.1743444365698,0,42.5230333097094,0,0,595.322466335932,85.0460666194189,14.1743444365698
2020-01-16,"Dry","W","3L","Litter",385.2,33.96666667,192.6,33.06666667,33,46,"3","B",2814.1225337487,0,20.7684319833853,0,0,20.7684319833853,0,0,0,15.5763239875389,565.939771547248,0,15.5763239875389,57.1131879543095,0,0,0,0,0,2632.39875389408,0,0,0,20.7684319833853,0,5.19210799584631,0,0,31.1526479750779,114.226375908619,0,5.19210799584631,0,5.19210799584631,0,0,700.934579439253,20.7684319833853,25.9605399792316
2020-01-16,"Dry","C","4L","Litter",280.2,43.4,140.1,27.7,33,46,"4","B",1605.99571734475,0,7.13775874375446,0,0,178.443968593862,0,21.4132762312634,0,7.13775874375446,542.469664525339,0,28.5510349750178,785.153461812991,35.6887937187723,0,0,0,14.2755174875089,1456.10278372591,7.13775874375446,0,0,0,0,57.1020699500357,14.2755174875089,0,7.13775874375446,107.066381156317,42.8265524625268,28.5510349750178,0,21.4132762312634,0,57.1020699500357,692.362598144183,71.3775874375446,78.5153461812991
2020-01-16,"Dry","W","5L","Litter",485,30.33333333,242.5,30.9,33,46,"5","C",2428.86597938144,0,4.12371134020619,0,0,37.1134020618557,0,12.3711340206186,4.12371134020619,16.4948453608247,519.587628865979,0,49.4845360824742,251.546391752577,0,0,0,0,8.24742268041237,1595.87628865979,0,0,0,65.979381443299,0,0,0,0,45.360824742268,193.814432989691,0,4.12371134020619,0,20.6185567010309,0,12.3711340206186,779.381443298969,53.6082474226804,16.4948453608247
2020-01-16,"Dry","C","6L","Litter",270.5,39.33333333,135.25,26.9,33,46,"6","C",5175.60073937153,0,44.362292051756,0,0,125.693160813309,0,44.362292051756,14.7874306839187,29.5748613678373,850.277264325323,0,147.874306839187,473.197781885397,14.7874306839187,7.39371534195933,0,0,36.9685767097967,2765.24953789279,0,0,0,51.7560073937153,22.181146025878,59.1497227356747,0,0,0,44.362292051756,44.362292051756,7.39371534195933,0,44.362292051756,7.39371534195933,59.1497227356747,1012.93900184843,155.268022181146,155.268022181146
2020-01-16,"Dry","W","7L","Litter",272.1,32.86666667,136.05,27.76666667,33,46,"7","D",12951.1209114296,7.35023888276369,124.954061006983,0,0,102.903344358692,0,36.7511944138184,0,44.1014332965821,1352.44395442852,0,29.4009555310548,51.4516721793458,0,0,7.35023888276369,0,22.0507166482911,9459.75744211687,0,0,0,441.014332965821,0,22.0507166482911,7.35023888276369,0,36.7511944138184,95.5531054759279,0,58.8019110621095,7.35023888276369,36.7511944138184,0,44.1014332965821,1889.01139287027,95.553105475928,169.055494303565
2020-01-16,"Dry","C","8L","Litter",306.5,44.1,153.25,26.6,33,46,"8","D",2146.8189233279,13.0505709624796,58.7275693311582,52.2022838499184,0,169.657422512235,0,39.1517128874388,0,52.2022838499184,704.730831973899,0,58.7275693311582,1663.94779771615,91.3539967373573,0,0,0,6.5252854812398,2094.61663947798,0,0,0,52.2022838499184,0,52.2022838499184,6.5252854812398,0,6.5252854812398,221.859706362153,6.5252854812398,6.5252854812398,0,39.1517128874388,0,195.758564437194,985.318107667211,71.7781402936378,117.455138662316
2020-01-16,"Dry","W","9L","Litter",342.7,35.03333333,171.35,32.76666667,33,46,"9","E",7621.82667055734,0,11.6720163408229,0,0,46.6880653632915,0,5.83600817041144,0,40.8520571928801,1365.62591187628,0,23.3440326816458,735.337029471841,0,0,5.83600817041144,0,11.6720163408229,6851.47359206303,0,0,0,122.55617157864,0,0,5.83600817041144,0,140.064196089875,40.8520571928801,5.83600817041144,5.83600817041144,0,46.6880653632915,0,5.83600817041144,1534.87014881821,35.0160490224686,23.3440326816458
2020-01-16,"Dry","C","10L","Litter",252.1,35.3,126.05,26.86666667,33,46,"10","E",6211.82070606902,0,47.6001586671956,31.7334391114637,23.8000793335978,55.5335184450615,0,31.7334391114637,23.8000793335978,23.8000793335978,531.535105117017,15.8667195557319,7.93335977786593,2205.47401824673,71.4002380007933,7.93335977786593,15.8667195557319,0,31.7334391114637,1967.47322491075,0,0,0,23.8000793335978,55.5335184450615,87.2669575565252,23.8000793335978,0,23.8000793335978,63.4668782229274,79.3335977786593,7.93335977786593,0,47.6001586671956,0,134.867116223721,769.535898452995,39.6667988893296,214.20071400238
2020-03-16,"Dry","W","1L","Litter",334.4,31.06666667,167.2,29.03333333,93,12.2,"1","A",4892.34449760766,0,5.98086124401914,0,0,59.8086124401914,0,0,0,17.9425837320574,143.540669856459,0,173.444976076555,113.636363636364,0,0,5.98086124401914,0,0,950.956937799043,0,0,0,17.9425837320574,0,0,233.253588516746,0,29.9043062200957,23.9234449760766,0,47.8468899521531,0,35.8851674641148,0,0,185.406698564593,454.545454545455,5.98086124401914
2020-03-16,"Dry","C","2L","Litter",302.2,43.5,151.1,25.26666667,93,12.2,"2","A",9927.2005294507,0,6.61813368630046,0,0,172.071475843812,0,0,0,52.9450694904037,317.670416942422,0,46.3269358041032,814.030443414957,0,0,19.8544010589014,0,0,4487.09463931171,0,0,0,132.362673726009,0,0,26.4725347452019,0,6.61813368630046,66.1813368630046,26.4725347452019,211.780277961615,0,59.5632031767042,0,0,542.686962276638,284.57974851092,6.61813368630046
2020-03-16,"Dry","W","3L","Litter",382,35.83333333,191,29.06666667,93,12.2,"3","B",9130.89005235602,0,26.1780104712042,0,0,356.020942408377,0,0,0,534.031413612565,204.188481675393,0,36.6492146596859,125.65445026178,0,0,10.4712041884817,0,5.23560209424084,4937.17277486911,0,0,0,20.9424083769633,0,0,20.9424083769633,0,10.4712041884817,73.2984293193717,0,298.429319371728,0,20.9424083769633,0,0,298.429319371728,356.020942408377,31.413612565445
2020-03-16,"Dry","C","4L","Litter",354.7,33.36666667,177.35,25.96666667,93,12.2,"4","B",10792.2187764308,0,39.4699746264449,0,5.63856780377784,338.31406822667,0,5.63856780377784,5.63856780377784,208.62700873978,219.904144347336,0,157.87989850578,84.5785170566676,11.2771356075557,0,22.5542712151114,0,5.63856780377784,5508.88074429095,0,0,0,22.5542712151114,0,5.63856780377784,383.422610656893,0,0,78.9399492528898,67.6628136453341,242.458415562447,0,67.6628136453341,0,16.9157034113335,389.061178460671,783.76092472512,62.0242458415562
2020-03-16,"Dry","W","5L","Litter",361.8,23.7,180.9,28.7,93,12.2,"5","C",359.314538419016,0,22.1116639027087,320.619126589276,5.52791597567717,11.0558319513543,0,0,0,11.0558319513543,160.309563294638,0,16.5837479270315,82.9187396351575,5.52791597567717,0,5.52791597567717,0,5.52791597567717,221.116639027087,0,0,0,44.2233278054174,0,0,5.52791597567717,0,5.52791597567717,27.6395798783858,0,22.1116639027087,5.52791597567717,5.52791597567717,0,326.147042564953,232.172470978441,44.2233278054174,33.167495854063
2020-03-16,"Dry","C","6L","Litter",331.5,38.06666667,165.75,25.2,93,12.2,"6","C",4241.32730015083,0,30.1659125188537,0,6.03318250377074,66.3650075414781,0,18.0995475113122,6.03318250377074,72.3981900452489,760.180995475113,0,30.1659125188537,530.920060331825,18.0995475113122,0,12.0663650075415,0,12.0663650075415,2509.80392156863,0,0,0,205.128205128205,0,18.0995475113122,30.1659125188537,0,0,24.132730015083,0,162.89592760181,0,30.1659125188537,0,36.1990950226244,989.441930618401,223.227752639517,72.3981900452489
2020-03-16,"Dry","W","7L","Litter",362.1,29.26666667,181.05,28.36666667,93,12.2,"7","D",15990.057995029,0,16.5700082850041,298.260149130075,5.52333609500138,16.5700082850041,0,0,11.0466721900028,27.6166804750069,209.886771610052,0,38.6633526650097,77.3267053300193,5.52333609500138,0,5.52333609500138,0,11.0466721900028,6208.22977078155,5.52333609500138,0,0,182.270091135046,0,22.0933443800055,38.6633526650097,0,22.0933443800055,16.5700082850041,0,115.990057995029,0,55.2333609500138,0,303.783485225076,408.726871030102,193.316763325048,66.2800331400166
2020-03-16,"Dry","C","8L","Litter",280.7,44.63333333,140.35,25.3,93,12.2,"8","D",6961.16850730317,0,35.6252226576416,7.12504453152832,0,135.375846099038,0,42.7502671891699,0,14.2500890630566,1745.63591022444,0,35.6252226576416,1631.63519771999,28.5001781261133,0,7.12504453152832,0,0,4766.65479159245,0,0,0,399.002493765586,7.12504453152832,14.2500890630566,35.6252226576416,0,7.12504453152832,270.751692198076,21.375133594585,128.25080156751,0,49.8753117206983,0,78.3754898468115,2443.89027431421,199.501246882793,49.8753117206983
2020-03-16,"Dry","W","9L","Litter",339.8,24,169.9,28.56666667,93,12.2,"9","E",11524.4261330194,0,17.6574455562095,0,0,111.83048852266,0,5.88581518540318,0,129.48793407887,435.550323719835,0,23.5432607416127,376.692171865803,0,0,11.7716303708064,5.88581518540318,0,5738.6698057681,5.88581518540318,0,0,194.231901118305,0,11.7716303708064,35.3148911124191,0,5.88581518540318,194.231901118305,11.7716303708064,417.892878163626,0,41.2007062978223,0,5.88581518540318,835.785756327251,476.751030017657,29.4290759270159
2020-03-16,"Dry","C","10L","Litter",254.2,36.23333333,127.1,25.63333333,93,12.2,"10","E",15932.3367427223,0,23.60346184107,0,0,55.0747442958301,0,15.73564122738,0,55.0747442958301,1077.89142407553,0,0,1117.23052714398,7.86782061369001,0,15.73564122738,7.86782061369001,0,3139.26042486231,0,0,0,86.5460267505901,0,0,23.60346184107,0,0,47.2069236821401,70.8103855232101,31.47128245476,0,55.0747442958301,0,23.60346184107,1282.45476003147,55.0747442958301,23.60346184107
